REF,name,vat,street,city,state,ZIP,email,phone,fax,website,Presidente Camara,dbname,in_directory
2794,Município Sardoal,PT501181857,Praça da República,Sardoal,Santarém,2230-222,geral@cm-sardoal.pt,241850000,241855684,www.cm-sardoal.pt,Fernando Constantino Moleirinho,sardoal.croa.pt,1
2795,Município Sátão,PT506882713,Praça Paulo VI,Sátão,Viseu,3560-154,geral@cm-satao.pt,232980000,232982093,www.cm-satao.pt,Alexandre Manuel Mendonça Vaz,satao.croa.pt,1
2796,Município Seia,PT506676170,Largo Dr. Borges Pires,Seia,Guarda,6270-494,cm-seia@cm-seia.pt,238310230,238310232,www.cm-seia.pt,Carlos Filipe Camelo Miranda de Figueiredo,seia.croa.pt,1
2797,Município Seixal,PT506173968,"Alameda dos Bombeiros Voluntários, N.º 45",Seixal,Setúbal,2844-001,camara.geral@cm-seixal.pt,212276700,212276701,www.cm-seixal.pt,Joaquim Cesário Cardador dos Santos,seixal.croa.pt,1
2798,Município Sernancelhe,PT506852032,Rua Dr. Oliveira Serrão,Sernancelhe,Viseu,3640-240,geral@cm-sernancelhe.pt,254598300,254598319,www.cm-sernancelhe.pt,Carlos Silva Santiago,sernancelhe.croa.pt,1
2799,Município Serpa,PT501112049,Praça da República,Serpa,Beja,7830-389,geral@cm-serpa.pt,284540100,284540109,www.cm-serpa.pt,Tomé Alexandre Martins Pires,serpa.croa.pt,1
2800,Município Sertã,PT506963837,Largo do Município,Sertã,Castelo Branco,6100-738,cmsgeral@cm-serta.pt,274600300,274600301,www.cm-serta.pt,José Farinha Nunes,serta.croa.pt,1
2801,Município Sesimbra,PT501144218,Rua da República,Sesimbra,Setúbal,2970-741,informacao@cm-sesimbra.pt,212288500,212288526,www.cm-sesimbra.pt,Augusto Manuel Neto Carapinha Pólvora,sesimbra.croa.pt,1
2802,Município Setúbal,PT501294104,"Edificio Paços do Concelho, Praça de Bocage",Setúbal,Setúbal,2901-866,gap@mun-setubal.pt,265541500,265541523,www.mun-setubal.pt,Maria das Dores Marques Banheiro Meira,setubal.croa.pt,1
2803,Município Sever do Vouga,PT502704977,Largo do Município,Sever do Vouga,Aveiro,3740-262,cm.sever@cm-sever.pt,234555566,234552982,www.cm-sever.pt,António José Martins Coutinho,sever.croa.pt,1
2804,Município Silves,PT506818837,Largo do Município,Silves,Faro,8300-117,gabinete.presidente@cm-silves.pt,282440800,282440850,www.cm-silves.pt,Rosa Cristina Gonçalves da Palma,silves.croa.pt,1
2805,Município Sines,PT502563010,Largo Ramos Costa,Sines,Setúbal,7520-159,info@mun-sines.pt,269630600,269633022,www.cm-sines.pt,Nuno José Gonçalves Mascarenhas,sines.croa.pt,1
2806,Município Sintra,PT500051062,Largo Dr. Virgílio Horta,Sintra,Lisboa,2714-501,dcco@cm-sintra.pt,219238500,219238657,www.cm-sintra.pt,Basílio Adolfo de Mendonça Horta da Franca,sintra.croa.pt,1
2807,Município Sobral de Monte Agraço,PT505410850,"Praça Dr. Eugénio Dias, N.º 4",Sobral de Monte Agraço,Lisboa,2590-016,geral@cm-sobral.pt,261940300,261940310,www.cm-sobral-monte-agraco.pt,José Alberto Quintino,sobralmonteagraco.croa.pt,1
2808,Município Soure,PT507103742,Praça da República,Soure,Coimbra,313-218,geral@cm-soure.pt,239506550,239502951,www.cm-soure.pt,Mário Jorge da Costa Rodrigues Nunes,soure.croa.pt,1
2809,Município Sousel,PT506809560,Praça da República,Sousel,Portalegre,7470-220,geral@cm-sousel.pt,268550100,268550110,www.cm-sousel.pt,Armando Jorge Mendonça Varela,sousel.croa.pt,1
2810,Município Tábua,PT506806944,Praça da República,Tábua,Coimbra,3420-308,geral@cm-tabua.pt,235410340,235410349,www.cm-tabua.pt,Mário de Almeida Loureiro,tabua.croa.pt,1
2811,Município Tabuaço,PT506601455,Rua Dr. António José de Almeida,Tabuaço,Viseu,5120-423,geral@cm-tabuaco.pt,254780000,254789142,www.cm-tabuaco.pt,Carlos André Teles Paulo de Carvalho,tabuaco.croa.pt,1
2812,Município Tarouca,PT506753905,Av.ª Dr. Alexandre Taveira Cardoso,Tarouca,Viseu,3610-128,daf@cm-tarouca.pt,254677420,254678552,www.cm-tarouca.pt,Valdemar de Carvalho Pereira,tarouca.croa.pt,1
2813,Município Tavira,PT501067191,Praça da República,Tavira,Faro,8800-951,camara@cm-tavira.pt,281320500,281324752,www.cm-tavira.pt,Jorge Manuel do Nascimento Botelho,tavira.croa.pt,1
2814,Município Terras de Bouro,PT506907619,Paços do Município,Terras de Bouro,Braga,4840-100,geral@cm-terrasdebouro.pt,253350010,253351894,www.cm-terrasdebouro.pt,Joaquim José Cracel Viana,terrasdebouro.croa.pt,1
2815,Município Tomar,PT506738914,Praça da República,Tomar,Santarém,2300-550,presidencia@cm-tomar.pt,249329800,249329809,www.cm-tomar.pt,Anabela Gaspar de Freitas,tomar.croa.pt,1
2816,Município Tondela,PT506822680,"Largo da República, N.º 16",Tondela,Viseu,3464-001,cmtondela@mail.telepac.pt,232811110,232811120,www.cm-tondela.pt,José António Gomes de Jesus,tondela.croa.pt,1
2817,Município Torre de Moncorvo,PT501121536,Largo do Castelo,Torre de Moncorvo,Bragança,5160-267,geral@cm-moncorvo.pt,279200220,279200240,www.cm-moncorvo.pt,Nuno Jorge Rodrigues Gonçalves,moncorvo.croa.pt,1
2818,Município Torres Novas,PT506608972,Rua General António de Vasconcelos Correia,Torres Novas,Santarém,2350-421,geral@cm-torresnovas.pt,249839400,249811780,www.cm-torresnovas.pt,Pedro Paulo Ramos Ferreira,torresnovas.croa.pt,1
2819,Município Torres Vedras,PT502173653,Avenida  5 de Outubro,Torres Vedras,Lisboa,2560-270,informatica@cm-tvedras.pt,261310400,261310401,www.cm-tvedras.pt,Carlos Manuel Soares Miguel,tvedras.croa.pt,1
2820,Município Trancoso,PT501143726,Praça do Município,Trancoso,Guarda,6420-107,geral@cm-trancoso.pt,271829120,271812189,www.cm-trancoso.pt,Amílcar José Nunes Salvador,trancoso.croa.pt,1
10154,Município Trofa,PT504296434,"Rua das Indústrias, N.º 393 (EN 14), Apartado 65",Trofa,Porto,4786-909,geral@mun-trofa.pt,252409290,252409299,www.mun-trofa.pt,Sérgio Humberto Pereira da Silva,trofa.croa.pt,1
2821,Município Vagos,PT506912833,Rua da Saudade,Vagos,Aveiro,3840-420,geral@cm-vagos.pt,234799600,234799610,www.cm-vagos.pt,Silvério Rodrigues Regalado,vagos.croa.pt,1
2822,Município Vale de Cambra,PT506735524,"Edifício Municipal, Av. Camilo Tavares de Matos, N.º 19",Vale de Cambra,Aveiro,3730-901,geral@cm-valedecambra.pt,256420510,256420519,www.cm-valedecambra.pt,José Alberto Freitas Soares Pinheiro e Silva,valedecambra.croa.pt,1
2823,Município Valença,PT506728897,Praça da República,Valença,Viana do Castelo,4930-702,informatica@cm-valenca.pt,251809500,251809519,www.cm-valenca.pt,Jorge Manuel Salgueiro Mendes,valenca.croa.pt,1
2824,Município Valongo,PT501138960,"Avenida 5 de Outubro, N.º 160",Valongo,Porto,4440-503,gabmunicipe@cm-valongo.pt,224227900,224226063,www.cm-valongo.pt,José Manuel Pereira Ribeiro,valongo.croa.pt,1
2825,Município Valpaços,PT506874320,Rua D.ª Maria do Carmo Carmona,Valpaços,Vila Real,5430-469,municipio@valpacos.pt,278710130,278711135,www.valpacos.pt,Amílcar Rodrigues Alves Castro de Almeida,valpacos.croa.pt,1
2826,Município Velas,PT512075506,Rua São João,Velas,Açores,9800-539,gabinetepresidencia.cmvelas@gmail.com,295412167,295412351,www.cm-velas.azoresdigital.pt,Luís Virgílio de Sousa da Silveira,velas.croa.pt,1
2827,Município Vendas Novas,PT501177256,Avenida da República,Vendas Novas,Évora,7080-099,gab.presidencia@cm-vendasnovas.pt,265807700,265892152,www.cm-vendasnovas.pt,Luís Carlos Piteira Dias,vendasnovas.croa.pt,1
2828,Município Viana do Alentejo,PT506151174,"Rua Brito Camacho, N.º 13",Viana do Alentejo,Évora,7090-237,camara@cm-vianadoalentejo.pt,266930010,266930019,www.cm-vianadoalentejo.pt,Bernardino António Bengalinha Pinto,vianadoalentejo.croa.pt,1
2829,Município Viana do Castelo,PT506037258,Passeio das Mordomas da Romaria,Viana do Castelo,Viana do Castelo,4904-877,cmviana@cm-viana-castelo.pt,258809300,258809347,www.cm-viana-castelo.pt,José Maria da Cunha Costa,vianadocastelo.croa.pt,1
2830,Município Vidigueira,PT501143734,Praça da República,Vidigueira,Beja,7960-225,geral@cm-vidigueira.pt,284437400,284436110,www.cm-vidigueira.pt,Manuel Luís da Rosa Marra,vidigueira.croa.pt,1
2831,Município Vieira do Minho,PT506659682,Praça Guilherme de Abreu,Vieira do Minho,Braga,4850-527,geral@cm-vminho.pt,253649270,253647856,www.cm-vminho.pt,António Cardoso Barbosa,vminho.croa.pt,1
2848,Município Vila de Rei,PT506932273,Praça Família Mattos Silva Neves,Vila de Rei,Castelo Branco,6110-174,geral@cm-viladerei.pt,274890010,274890018,www.cm-viladerei.pt,Ricardo Jorge Martins Aires,viladerei.croa.pt,1
2849,Município Vila do Bispo,PT506730573,Paços do Concelho,Vila do Bispo,Faro,8650-407,geral@cm-viladobispo.pt,282630600,282639208,www.cm-viladobispo.pt,Adelino Augusto da Rocha Soares,viladobispo.croa.pt,1
2850,Município Vila do Conde,PT505804786,Praça Vasco da Gama,Vila do Conde,Porto,4480-454,geral@cm-viladoconde.pt,252248400,252641853,www.cm-viladoconde.pt,Maria Elisa de Carvalho Ferraz,viladoconde.croa.pt,1
2851,Município Vila do Porto,PT512063770,Largo Nossa Senhora da Conceição,Vila do Porto,Açores,9580-539,geral@cm-viladoporto.pt,296820000,296820009,www.cm-viladoporto.pt,Carlos Henrique Lopes Rodrigues,viladoporto.croa.pt,1
2832,Município Vila Flor,PT506696464,Avenida Marechal Carmona,Vila Flor,Bragança,5360-303,presidente@cm-vilaflor.pt,278510100,278512380,www.cm-vilaflor.pt,Fernando Francisco Teixeira de Barros,vilaflor.croa.pt,1
2833,Município Vila Franca de Xira,PT506614913,"Praça Afonso de Albuquerque, N.º 2",Vila Franca de Xira,Lisboa,2600-093,presidencia@cm-vfxira.pt,263285600,263276002,www.cm-vfxira.pt,Alberto Simões Maia Mesquita,vfxira.croa.pt,1
2834,Município Vila Franca do Campo,PT512043701,Praça da República,Vila Franca do Campo,Açores,9680-115,geral@cmvfc.pt,296539100,296539109,www.cmvfc.pt,Ricardo Manuel de Amaral Rodrigues,cmvfc.croa.pt,1
2835,Município Vila Nova da Barquinha,PT506899250,Rua da República,Vila Nova da Barquinha,Santarém,2260-411,geral@cm-vnbarquinha.pt,249720350,249720368,www.cm-vnbarquinha.pt,Fernando Manuel dos Santos Freire,vnbarquinha.croa.pt,1
2836,Município Vila Nova de Cerveira,PT506896625,Praça do Município,Vila Nova de Cerveira,Viana do Castelo,4920-284,gap@cm-vncerveira.pt,251708020,251708022,www.cm-vncerveira.pt,João Fernando Brito Nogueira,vncerveira.croa.pt,1
2837,Município Vila Nova de Famalicão,PT506663264,Praça Álvaro Marques,Vila Nova de Famalicão,Braga,4764-502,camaramunicipal@vilanovadefamalicao.org,252320900,252323751,www.cm-vnfamalicao.pt,Paulo Alexandre Matos Cunha,vnfamalicao.croa.pt,1
2838,Município Vila Nova de Foz Côa,PT506829197,Praça do Município,Vila Nova de Foz Côa,Guarda,5150-642,correio@cm-fozcoa.pt,279760400,279768228,www.cm-fozcoa.pt,Gustavo de Sousa Duarte,fozcoa.croa.pt,1
2839,Município Vila Nova de Gaia,PT505335018,Rua Álvares Cabral,Vila Nova de Gaia,Porto,4400-017,geral@cm-gaia.pt,223742400,223752011,www.cm-gaia.pt,Eduardo Vitor Rodrigues,gaia.croa.pt,1
2840,Município Vila Nova de Paiva,PT506809323,"Praça D. Afonso Henriques, N.º 1",Vila Nova de Paiva,Viseu,3650-207,geral@cm-vnpaiva.pt,232609900,232609909,www.cm-vnpaiva.pt,José Morgado Ribeiro,vnpaiva.croa.pt,1
2841,Município Vila Nova de Poiares,PT505371600,Largo da República,Vila Nova de Poiares,Coimbra,3350-156,gti.poiares@mail.telepac.pt,239420850,239421800,www.cm-vilanovadepoiares.pt,João Miguel Sousa Henriques,vilanovadepoiares.croa.pt,1
2842,Município Vila Pouca de Aguiar,PT506810267,Rua Dr. Henrique Botelho,Vila Pouca de Aguiar,Vila Real,5450-027,contabilidade@cm-vpaguiar.pt,259419100,259419106,www.cm-vpaguiar.pt,António Alberto Pires Aguiar Machado,vpaguiar.croa.pt,1
2843,Município Vila Real,PT506359670,Avenida Carvalho Araújo,Vila Real,Vila Real,5000-651,geral@cm-vilareal.pt,259308100,259308161,www.cm-vilareal.pt,Rui Santos,vilareal.croa.pt,1
2844,Município Vila Real de Santo António,PT506833224,Praça Marquês de Pombal,Vila Real de Santo António,Faro,8900-231,geral@cm-vrsa.pt,281510000,281510003,www.cm-vrsa.pt,Luís Filipe Soromenho Gomes,vrsa.croa.pt,1
2845,Município Vila Velha de Ródão,PT506642798,"Edificio Paços Concelho, Rua de Santana",Vila Velha de Ródão,Castelo Branco,6030-230,geral@cm-vvrodao.pt,272540300,272540301,www.cm-vvrodao.pt,Luís Miguel Ferro Pereira,vvrodao.croa.pt,1
2846,Município Vila Verde,PT506641376,Praça do Município,Vila Verde,Braga,4730-733,geral@cm-vilaverde.pt,253310500,253312036,www.cm-vilaverde.pt,António Fernando Nogueira Cerqueira Vilela,vilaverde.croa.pt,1
2847,Município Vila Viçosa,PT506613461,Praça da República,Vila Viçosa,Évora,7160-207,geral@cm-vilavicosa.pt,268889310,268980604,www.cm-vilavicosa.pt,Manuel João Fontainhas Condenado,vilavicosa.croa.pt,1
2852,Município Vimioso,PT506627888,Praça Eduardo Coelho,Vimioso,Bragança,5230-315,gi.cmv@cm-vimioso.pt,273518120,273512510,www.cm-vimioso.pt,António Jorge Fidalgo Martins,vimioso.croa.pt,1
2853,Município Vinhais,PT501156003,"R. das Freiras, N.º 13",Vinhais,Bragança,5320-326,geral@cm-vinhais.pt,273770300,273771108,www.cm-vinhais.pt,Américo Jaime Afonso Pereira,vinhais.croa.pt,1
2854,Município Viseu,PT506697320,Praça da República,Viseu,Viseu,3514-501,geral@cmviseu.pt,232427427,232423112,www.cmviseu.pt,António Joaquim Almeida Henriques,viseu.croa.pt,1
10153,Município Vizela,PT505985217,Praça do Município n.º 522,Vizela,Braga,4815-013,geral@cm-vizela.pt,253489630,253489649,www.cm-vizela.pt,Dinis Manuel da Silva Costa,vizela.croa.pt,1
2855,Município Vouzela,PT506770664,Alameda D. Duarte de Almeida,Vouzela,Viseu,3670-250,geral@cm-vouzela.pt,232740740,232771513,www.cm-vouzela.pt,Rui Miguel Ladeira Pereira,vouzela.croa.pt,1
